.variable,.value,.lower,.upper,.width,.point,.interval,Rhat_max,RepNum
b_InfantPostureUpright,0.147255,-0.166798,0.470231,0.95,median,hdi,1.0026276428792162,423
b_Intercept,-1.34224,-1.73585,-0.942642,0.95,median,hdi,1.0026276428792162,423
b_MotherPostureUpright,-0.261874,-0.733264,0.179292,0.95,median,hdi,1.0026276428792162,423
b_Saliency_face,0.1109815,0.0264338,0.208214,0.95,median,hdi,1.0026276428792162,423
b_AgeinMonths,-0.07496015,-0.278801,0.122619,0.95,median,hdi,1.002733376683022,424
b_Centering,-0.7828554999999999,-1.03179,-0.541618,0.95,median,hdi,1.002733376683022,424
b_Distance,-0.7677335000000001,-1.09734,-0.45637,0.95,median,hdi,1.002733376683022,424
b_FaceDev_pitch,-0.001501435,-0.149976,0.142814,0.95,median,hdi,1.002733376683022,424
b_FaceDev_roll,-0.01350569999999999,-0.15014,0.111822,0.95,median,hdi,1.002733376683022,424
b_FaceDev_yaw,-0.0194521,-0.107175,0.0751626,0.95,median,hdi,1.002733376683022,424
b_GazeDirectionDirected,0.1306245,-0.0103039,0.266953,0.95,median,hdi,1.002733376683022,424
b_InfantPostureSitting,0.2864905,-0.112687,0.668572,0.95,median,hdi,1.002733376683022,424
b_InfantPostureUpright,0.46565,0.029992,0.841552,0.95,median,hdi,1.002733376683022,424
b_Intercept,-1.666705,-2.06136,-1.25415,0.95,median,hdi,1.002733376683022,424
b_MotherPostureUpright,-0.152049,-0.574041,0.266463,0.95,median,hdi,1.002733376683022,424
b_Saliency_face,0.1394135,0.061083,0.22109,0.95,median,hdi,1.002733376683022,424
b_AgeinMonths,-0.0700411,-0.157962,0.0224911,0.95,median,hdi,1.0017890949755084,425
b_Centering,-0.828762,-1.14092,-0.54562,0.95,median,hdi,1.0017890949755084,425
b_Distance,-0.8165720000000001,-0.976568,-0.649611,0.95,median,hdi,1.0017890949755084,425
b_FaceDev_pitch,-0.0108361,-0.115305,0.0790075,0.95,median,hdi,1.0017890949755084,425
b_FaceDev_roll,-0.0312248,-0.0969085,0.0344157,0.95,median,hdi,1.0017890949755084,425
b_FaceDev_yaw,0.005434055,-0.117619,0.131313,0.95,median,hdi,1.0017890949755084,425
b_GazeDirectionDirected,-0.02469095,-0.157085,0.12001,0.95,median,hdi,1.0017890949755084,425
b_InfantPostureSitting,-0.2914805,-0.591084,0.0225669,0.95,median,hdi,1.0017890949755084,425
b_InfantPostureUpright,-0.05232734999999999,-0.376207,0.270487,0.95,median,hdi,1.0017890949755084,425
b_Intercept,-1.105045,-1.52568,-0.682504,0.95,median,hdi,1.0017890949755084,425
b_MotherPostureUpright,0.1054435,-0.290153,0.522122,0.95,median,hdi,1.0017890949755084,425
b_Saliency_face,0.1541515,0.0928739,0.216111,0.95,median,hdi,1.0017890949755084,425
b_AgeinMonths,-0.022338,-0.172347,0.153503,0.95,median,hdi,1.0015411202749582,426
b_Centering,-0.8298705,-1.15907,-0.501763,0.95,median,hdi,1.0015411202749582,426
b_Distance,-0.8590315,-1.09413,-0.612432,0.95,median,hdi,1.0015411202749582,426
b_FaceDev_pitch,0.02947294999999999,-0.0654555,0.120968,0.95,median,hdi,1.0015411202749582,426
b_FaceDev_roll,-0.02220655,-0.133301,0.0914584,0.95,median,hdi,1.0015411202749582,426
b_FaceDev_yaw,-0.08359069999999999,-0.151529,-0.00828948,0.95,median,hdi,1.0015411202749582,426
b_GazeDirectionDirected,0.03514785,-0.194831,0.272075,0.95,median,hdi,1.0015411202749582,426
b_InfantPostureSitting,0.196861,-0.134238,0.504825,0.95,median,hdi,1.0015411202749582,426
b_InfantPostureUpright,0.3702135,0.0451191,0.687639,0.95,median,hdi,1.0015411202749582,426
b_Intercept,-1.61109,-2.06784,-1.16362,0.95,median,hdi,1.0015411202749582,426
b_MotherPostureUpright,0.114191,-0.35146,0.572802,0.95,median,hdi,1.0015411202749582,426
b_Saliency_face,0.101798,0.0247969,0.177923,0.95,median,hdi,1.0015411202749582,426
b_AgeinMonths,-0.02213815,-0.159507,0.130977,0.95,median,hdi,1.0024544632878398,427
b_Centering,-0.803258,-1.07868,-0.545594,0.95,median,hdi,1.0024544632878398,427
b_Distance,-0.8218175000000001,-1.005,-0.658245,0.95,median,hdi,1.0024544632878398,427
b_FaceDev_pitch,-0.0220655,-0.130019,0.0735819,0.95,median,hdi,1.0024544632878398,427
b_FaceDev_roll,-0.03814765,-0.129093,0.0539234,0.95,median,hdi,1.0024544632878398,427
b_FaceDev_yaw,-0.03676765,-0.160433,0.0766912,0.95,median,hdi,1.0024544632878398,427
b_GazeDirectionDirected,0.0168149,-0.118712,0.156965,0.95,median,hdi,1.0024544632878398,427
b_InfantPostureSitting,0.2101525,-0.0975765,0.555919,0.95,median,hdi,1.0024544632878398,427
b_InfantPostureUpright,0.306859,-0.00448224,0.660431,0.95,median,hdi,1.0024544632878398,427
b_Intercept,-1.57641,-2.03309,-1.14618,0.95,median,hdi,1.0024544632878398,427
b_MotherPostureUpright,-0.149865,-0.557285,0.255059,0.95,median,hdi,1.0024544632878398,427
b_Saliency_face,0.1220655,0.0503489,0.20494,0.95,median,hdi,1.0024544632878398,427
b_AgeinMonths,-0.0227453,-0.209333,0.156526,0.95,median,hdi,1.0034133044320543,428
b_Centering,-0.8450865000000001,-1.11206,-0.581336,0.95,median,hdi,1.0034133044320543,428
b_Distance,-0.8511975,-1.04417,-0.662985,0.95,median,hdi,1.0034133044320543,428
b_FaceDev_pitch,-0.01890635,-0.155973,0.116834,0.95,median,hdi,1.0034133044320543,428
b_FaceDev_roll,0.0131562,-0.100463,0.118183,0.95,median,hdi,1.0034133044320543,428
b_FaceDev_yaw,-0.06241505,-0.134928,0.00987627,0.95,median,hdi,1.0034133044320543,428
b_GazeDirectionDirected,-3.93533e-5,-0.144057,0.142965,0.95,median,hdi,1.0034133044320543,428
b_InfantPostureSitting,-0.08952035,-0.445812,0.275393,0.95,median,hdi,1.0034133044320543,428
b_InfantPostureUpright,0.07482420000000001,-0.28106,0.472315,0.95,median,hdi,1.0034133044320543,428
b_Intercept,-1.33595,-1.75287,-0.860202,0.95,median,hdi,1.0034133044320543,428
b_MotherPostureUpright,-0.35358999999999996,-0.862314,0.105899,0.95,median,hdi,1.0034133044320543,428
b_Saliency_face,0.140357,0.0867967,0.198194,0.95,median,hdi,1.0034133044320543,428
b_AgeinMonths,-0.00472135,-0.182873,0.179073,0.95,median,hdi,1.0028658186720771,429
b_Centering,-0.877054,-1.16998,-0.58476,0.95,median,hdi,1.0028658186720771,429
b_Distance,-0.8635904999999999,-1.03937,-0.678593,0.95,median,hdi,1.0028658186720771,429
b_FaceDev_pitch,-0.04918849999999999,-0.170702,0.0524059,0.95,median,hdi,1.0028658186720771,429
b_FaceDev_roll,0.01137774999999999,-0.0913107,0.1325,0.95,median,hdi,1.0028658186720771,429
b_FaceDev_yaw,-0.0671912,-0.146711,0.0223406,0.95,median,hdi,1.0028658186720771,429
b_GazeDirectionDirected,0.03971445,-0.163352,0.253675,0.95,median,hdi,1.0028658186720771,429
b_InfantPostureSitting,0.254425,-0.0800984,0.624483,0.95,median,hdi,1.0028658186720771,429
b_InfantPostureUpright,0.385471,0.039944,0.767738,0.95,median,hdi,1.0028658186720771,429
b_Intercept,-1.67122,-2.12986,-1.22195,0.95,median,hdi,1.0028658186720771,429
b_MotherPostureUpright,-0.190491,-0.704454,0.312338,0.95,median,hdi,1.0028658186720771,429
b_Saliency_face,0.141349,0.0794328,0.19789,0.95,median,hdi,1.0028658186720771,429
b_AgeinMonths,-0.001490115,-0.191568,0.188886,0.95,median,hdi,1.0013484164062916,430
b_Centering,-0.8320425,-1.09911,-0.586392,0.95,median,hdi,1.0013484164062916,430
b_Distance,-0.8372409999999999,-0.976396,-0.686692,0.95,median,hdi,1.0013484164062916,430
b_FaceDev_pitch,-0.0132292,-0.126773,0.105699,0.95,median,hdi,1.0013484164062916,430
b_FaceDev_roll,-0.0134804,-0.0809845,0.0558906,0.95,median,hdi,1.0013484164062916,430
b_FaceDev_yaw,-0.06413964999999999,-0.177558,0.0373063,0.95,median,hdi,1.0013484164062916,430
b_GazeDirectionDirected,0.06902105,-0.0927839,0.228037,0.95,median,hdi,1.0013484164062916,430
b_InfantPostureSitting,0.3031475,-0.0434552,0.652256,0.95,median,hdi,1.0013484164062916,430
b_InfantPostureUpright,0.3885695,0.0239492,0.780803,0.95,median,hdi,1.0013484164062916,430
b_Intercept,-1.69167,-2.12776,-1.2438,0.95,median,hdi,1.0013484164062916,430
b_MotherPostureUpright,0.0108691,-0.428556,0.513287,0.95,median,hdi,1.0013484164062916,430
b_Saliency_face,0.1208775,0.058572,0.193265,0.95,median,hdi,1.0013484164062916,430
b_AgeinMonths,-0.05229805,-0.168022,0.0631831,0.95,median,hdi,1.0034714346195144,431
b_Centering,-0.825731,-1.07319,-0.574052,0.95,median,hdi,1.0034714346195144,431
b_Distance,-0.892768,-1.08207,-0.694299,0.95,median,hdi,1.0034714346195144,431
b_FaceDev_pitch,-0.02045005,-0.173482,0.15224,0.95,median,hdi,1.0034714346195144,431
b_FaceDev_roll,-0.028124,-0.120962,0.0694062,0.95,median,hdi,1.0034714346195144,431
b_FaceDev_yaw,-0.0433231,-0.13255,0.0609865,0.95,median,hdi,1.0034714346195144,431
b_GazeDirectionDirected,0.06923005,-0.0760809,0.220311,0.95,median,hdi,1.0034714346195144,431
b_InfantPostureSitting,-0.09141955,-0.443638,0.247761,0.95,median,hdi,1.0034714346195144,431
b_InfantPostureUpright,0.00929247999999999,-0.325646,0.370934,0.95,median,hdi,1.0034714346195144,431
b_Intercept,-1.31894,-1.72558,-0.909209,0.95,median,hdi,1.0034714346195144,431
b_MotherPostureUpright,0.0216306,-0.550037,0.477136,0.95,median,hdi,1.0034714346195144,431
b_Saliency_face,0.1205595,0.0600175,0.183846,0.95,median,hdi,1.0034714346195144,431
b_AgeinMonths,-0.00593865,-0.143662,0.134768,0.95,median,hdi,1.002264153403288,432
b_Centering,-0.798268,-1.06504,-0.509419,0.95,median,hdi,1.002264153403288,432
b_Distance,-0.8047340000000001,-1.03815,-0.562762,0.95,median,hdi,1.002264153403288,432
b_FaceDev_pitch,0.0091286,-0.120189,0.12631,0.95,median,hdi,1.002264153403288,432
b_FaceDev_roll,-0.008934605,-0.0765998,0.0652127,0.95,median,hdi,1.002264153403288,432
b_FaceDev_yaw,-0.07131725,-0.161168,0.0235637,0.95,median,hdi,1.002264153403288,432
b_GazeDirectionDirected,-0.036952,-0.166555,0.0887913,0.95,median,hdi,1.002264153403288,432
b_InfantPostureSitting,-0.0480728,-0.388104,0.290554,0.95,median,hdi,1.002264153403288,432
b_InfantPostureUpright,0.080096,-0.267537,0.441908,0.95,median,hdi,1.002264153403288,432
b_Intercept,-1.268755,-1.68491,-0.883129,0.95,median,hdi,1.002264153403288,432
b_MotherPostureUpright,-0.2208025,-0.600661,0.14458,0.95,median,hdi,1.002264153403288,432
b_Saliency_face,0.110662,0.0557014,0.169779,0.95,median,hdi,1.002264153403288,432
b_AgeinMonths,-0.02798795,-0.19097,0.156222,0.95,median,hdi,1.001198290350121,433
b_Centering,-0.8291284999999999,-1.13526,-0.52412,0.95,median,hdi,1.001198290350121,433
b_Distance,-0.9286335,-1.12019,-0.717165,0.95,median,hdi,1.001198290350121,433
b_FaceDev_pitch,-0.02427625,-0.0995273,0.0385738,0.95,median,hdi,1.001198290350121,433
b_FaceDev_roll,-0.008712555,-0.0913572,0.0790836,0.95,median,hdi,1.001198290350121,433
b_FaceDev_yaw,-0.0228403,-0.116743,0.072318,0.95,median,hdi,1.001198290350121,433
b_GazeDirectionDirected,0.03168985,-0.120467,0.198207,0.95,median,hdi,1.001198290350121,433
b_InfantPostureSitting,-0.0950994,-0.430153,0.239642,0.95,median,hdi,1.001198290350121,433
b_InfantPostureUpright,0.04149179999999999,-0.286644,0.371154,0.95,median,hdi,1.001198290350121,433
b_Intercept,-1.28908,-1.70886,-0.894457,0.95,median,hdi,1.001198290350121,433
b_MotherPostureUpright,-0.03166225,-0.621284,0.54008,0.95,median,hdi,1.001198290350121,433
b_Saliency_face,0.1059555,0.049305,0.159958,0.95,median,hdi,1.001198290350121,433
b_AgeinMonths,-0.04841044999999999,-0.16465,0.0679409,0.95,median,hdi,1.0029908339313918,434
b_Centering,-0.769884,-1.04744,-0.485314,0.95,median,hdi,1.0029908339313918,434
b_Distance,-0.831393,-1.08698,-0.612912,0.95,median,hdi,1.0029908339313918,434
b_FaceDev_pitch,0.00414924499999999,-0.101907,0.096377,0.95,median,hdi,1.0029908339313918,434
b_FaceDev_roll,-0.05885995,-0.174951,0.0628981,0.95,median,hdi,1.0029908339313918,434
b_FaceDev_yaw,-0.0442458,-0.206684,0.113082,0.95,median,hdi,1.0029908339313918,434
b_GazeDirectionDirected,0.0437382,-0.155349,0.261242,0.95,median,hdi,1.0029908339313918,434
b_InfantPostureSitting,0.1927925,-0.131706,0.527056,0.95,median,hdi,1.0029908339313918,434
b_InfantPostureUpright,0.3508365,0.0315147,0.687106,0.95,median,hdi,1.0029908339313918,434
b_Intercept,-1.595635,-2.00643,-1.18942,0.95,median,hdi,1.0029908339313918,434
b_MotherPostureUpright,0.172462,-0.298939,0.642711,0.95,median,hdi,1.0029908339313918,434
b_Saliency_face,0.110679,0.04437929999999999,0.17587,0.95,median,hdi,1.0029908339313918,434
b_AgeinMonths,-0.02858519999999999,-0.109639,0.0494614,0.95,median,hdi,1.0023445272411065,435
b_Centering,-0.785269,-1.06429,-0.50123,0.95,median,hdi,1.0023445272411065,435
b_Distance,-0.856901,-1.07876,-0.629241,0.95,median,hdi,1.0023445272411065,435
b_FaceDev_pitch,-0.0192719,-0.152677,0.126206,0.95,median,hdi,1.0023445272411065,435
b_FaceDev_roll,0.02141185,-0.0544347,0.0957687,0.95,median,hdi,1.0023445272411065,435
b_FaceDev_yaw,-0.0495146,-0.135997,0.0347195,0.95,median,hdi,1.0023445272411065,435
b_GazeDirectionDirected,-0.08576500000000001,-0.230584,0.0456637,0.95,median,hdi,1.0023445272411065,435
b_InfantPostureSitting,0.522841,0.174758,0.886612,0.95,median,hdi,1.0023445272411065,435
b_InfantPostureUpright,0.674023,0.26597,1.09859,0.95,median,hdi,1.0023445272411065,435
b_Intercept,-1.81199,-2.20109,-1.45344,0.95,median,hdi,1.0023445272411065,435
b_MotherPostureUpright,-0.1396435,-0.625227,0.344025,0.95,median,hdi,1.0023445272411065,435
b_Saliency_face,0.1025625,0.0317488,0.176519,0.95,median,hdi,1.0023445272411065,435
b_AgeinMonths,-0.02976535,-0.153613,0.0928443,0.95,median,hdi,1.0015903747018844,436
b_Centering,-0.826716,-1.12893,-0.499173,0.95,median,hdi,1.0015903747018844,436
b_Distance,-0.7647395,-0.979183,-0.531772,0.95,median,hdi,1.0015903747018844,436
b_FaceDev_pitch,-0.0303348,-0.167155,0.106529,0.95,median,hdi,1.0015903747018844,436
b_FaceDev_roll,-0.00830559499999999,-0.114179,0.107352,0.95,median,hdi,1.0015903747018844,436
b_FaceDev_yaw,-0.06536805,-0.127863,4.19662e-4,0.95,median,hdi,1.0015903747018844,436
b_GazeDirectionDirected,-0.01833505,-0.144607,0.106634,0.95,median,hdi,1.0015903747018844,436
b_InfantPostureSitting,-0.184093,-0.484589,0.125289,0.95,median,hdi,1.0015903747018844,436
b_InfantPostureUpright,-0.03862085,-0.337742,0.279476,0.95,median,hdi,1.0015903747018844,436
b_Intercept,-1.11613,-1.51834,-0.727186,0.95,median,hdi,1.0015903747018844,436
b_MotherPostureUpright,-0.18879050000000003,-0.582147,0.176033,0.95,median,hdi,1.0015903747018844,436
b_Saliency_face,0.14152900000000002,0.063369,0.214499,0.95,median,hdi,1.0015903747018844,436
b_AgeinMonths,-0.0267405,-0.123661,0.0677479,0.95,median,hdi,1.002188265932126,437
b_Centering,-0.808211,-1.06482,-0.567306,0.95,median,hdi,1.002188265932126,437
b_Distance,-0.8747765000000001,-1.14349,-0.613287,0.95,median,hdi,1.002188265932126,437
b_FaceDev_pitch,-0.0232899,-0.173559,0.118491,0.95,median,hdi,1.002188265932126,437
b_FaceDev_roll,0.00224586499999999,-0.124054,0.127282,0.95,median,hdi,1.002188265932126,437
b_FaceDev_yaw,-0.0725018,-0.161569,0.0372308,0.95,median,hdi,1.002188265932126,437
b_GazeDirectionDirected,-0.005695765,-0.142349,0.147106,0.95,median,hdi,1.002188265932126,437
b_InfantPostureSitting,0.1013685,-0.275232,0.461863,0.95,median,hdi,1.002188265932126,437
b_InfantPostureUpright,0.2231165,-0.165329,0.623367,0.95,median,hdi,1.002188265932126,437
b_Intercept,-1.455695,-1.86188,-1.07991,0.95,median,hdi,1.002188265932126,437
b_MotherPostureUpright,-0.03083955,-0.446239,0.339868,0.95,median,hdi,1.002188265932126,437
b_Saliency_face,0.13382850000000002,0.0800316,0.186571,0.95,median,hdi,1.002188265932126,437
b_AgeinMonths,-0.04488554999999999,-0.159536,0.0740912,0.95,median,hdi,1.0027619830661418,438
b_Centering,-0.8847255,-1.24322,-0.549198,0.95,median,hdi,1.0027619830661418,438
b_Distance,-0.8876634999999999,-1.18164,-0.591705,0.95,median,hdi,1.0027619830661418,438
b_FaceDev_pitch,-8.663715000000001e-4,-0.120788,0.118735,0.95,median,hdi,1.0027619830661418,438
b_FaceDev_roll,-0.0342288,-0.120065,0.0558644,0.95,median,hdi,1.0027619830661418,438
b_FaceDev_yaw,-0.03430379999999999,-0.134037,0.0764894,0.95,median,hdi,1.0027619830661418,438
b_GazeDirectionDirected,0.01811925,-0.110341,0.159402,0.95,median,hdi,1.0027619830661418,438
b_InfantPostureSitting,0.1414065,-0.230867,0.510856,0.95,median,hdi,1.0027619830661418,438
b_InfantPostureUpright,0.244781,-0.221285,0.71378,0.95,median,hdi,1.0027619830661418,438
b_Intercept,-1.531635,-1.93474,-1.17603,0.95,median,hdi,1.0027619830661418,438
b_MotherPostureUpright,0.08221645,-0.414929,0.630252,0.95,median,hdi,1.0027619830661418,438
b_Saliency_face,0.13316,0.0627436,0.209212,0.95,median,hdi,1.0027619830661418,438
b_AgeinMonths,-0.04899275,-0.181274,0.0840067,0.95,median,hdi,1.0019918614927026,439
b_Centering,-0.804225,-1.12316,-0.517653,0.95,median,hdi,1.0019918614927026,439
b_Distance,-0.824943,-1.08159,-0.567472,0.95,median,hdi,1.0019918614927026,439
b_FaceDev_pitch,-0.0524419,-0.208136,0.0814724,0.95,median,hdi,1.0019918614927026,439
b_FaceDev_roll,0.02151175,-0.0575129,0.102716,0.95,median,hdi,1.0019918614927026,439
b_FaceDev_yaw,-0.0642333,-0.150475,0.0294412,0.95,median,hdi,1.0019918614927026,439
b_GazeDirectionDirected,-0.003918935,-0.172705,0.141507,0.95,median,hdi,1.0019918614927026,439
b_InfantPostureSitting,-0.1757805,-0.484609,0.149142,0.95,median,hdi,1.0019918614927026,439
b_InfantPostureUpright,0.002164,-0.353433,0.374973,0.95,median,hdi,1.0019918614927026,439
b_Intercept,-1.22358,-1.58255,-0.862082,0.95,median,hdi,1.0019918614927026,439
b_MotherPostureUpright,0.1509605,-0.219787,0.547448,0.95,median,hdi,1.0019918614927026,439
b_Saliency_face,0.106381,0.0486334,0.16847,0.95,median,hdi,1.0019918614927026,439
b_AgeinMonths,-0.07186000000000001,-0.24181,0.0919069,0.95,median,hdi,1.001386195074357,440
b_Centering,-0.772573,-1.02458,-0.518583,0.95,median,hdi,1.001386195074357,440
b_Distance,-0.8108,-0.982834,-0.638062,0.95,median,hdi,1.001386195074357,440
b_FaceDev_pitch,-0.03607625,-0.156742,0.0810025,0.95,median,hdi,1.001386195074357,440
b_FaceDev_roll,-0.00370516,-0.124738,0.118355,0.95,median,hdi,1.001386195074357,440
b_FaceDev_yaw,-0.0479416,-0.133292,0.0434639,0.95,median,hdi,1.001386195074357,440
b_GazeDirectionDirected,0.04850405,-0.14574,0.233843,0.95,median,hdi,1.001386195074357,440
b_InfantPostureSitting,0.249785,-0.0758868,0.599022,0.95,median,hdi,1.001386195074357,440
b_InfantPostureUpright,0.327463,-0.0183419,0.683593,0.95,median,hdi,1.001386195074357,440
b_Intercept,-1.55258,-1.97322,-1.12762,0.95,median,hdi,1.001386195074357,440
b_MotherPostureUpright,0.0193892,-0.358953,0.459777,0.95,median,hdi,1.001386195074357,440
b_Saliency_face,0.1293065,0.0587147,0.194638,0.95,median,hdi,1.001386195074357,440
b_AgeinMonths,-0.0316174,-0.186678,0.129783,0.95,median,hdi,1.003000655041208,441
b_Centering,-0.818019,-1.06241,-0.56311,0.95,median,hdi,1.003000655041208,441
b_Distance,-0.8496634999999999,-1.06083,-0.635712,0.95,median,hdi,1.003000655041208,441
b_FaceDev_pitch,-0.06461644999999999,-0.186064,0.0523441,0.95,median,hdi,1.003000655041208,441
b_FaceDev_roll,0.02119285,-0.121975,0.166156,0.95,median,hdi,1.003000655041208,441
b_FaceDev_yaw,-0.04454125,-0.106335,0.0216803,0.95,median,hdi,1.003000655041208,441
b_GazeDirectionDirected,-0.01443954999999999,-0.177732,0.165798,0.95,median,hdi,1.003000655041208,441
b_InfantPostureSitting,0.559966,0.190048,0.9072,0.95,median,hdi,1.003000655041208,441
b_InfantPostureUpright,0.6656745,0.278238,1.03082,0.95,median,hdi,1.003000655041208,441
b_Intercept,-1.91528,-2.35621,-1.49339,0.95,median,hdi,1.003000655041208,441
b_MotherPostureUpright,-0.3061255,-1.40884,0.553753,0.95,median,hdi,1.003000655041208,441
b_Saliency_face,0.1001135,0.0464289,0.157732,0.95,median,hdi,1.003000655041208,441
b_AgeinMonths,-0.07034065,-0.238046,0.1082,0.95,median,hdi,1.0020903714922746,442
b_Centering,-0.8037745000000001,-1.04644,-0.529277,0.95,median,hdi,1.0020903714922746,442
b_Distance,-0.8477060000000001,-1.00033,-0.696018,0.95,median,hdi,1.0020903714922746,442
b_FaceDev_pitch,-0.05941349999999999,-0.220244,0.0799758,0.95,median,hdi,1.0020903714922746,442
b_FaceDev_roll,-0.00229252,-0.119903,0.115158,0.95,median,hdi,1.0020903714922746,442
b_FaceDev_yaw,-0.04650345,-0.149049,0.0558817,0.95,median,hdi,1.0020903714922746,442
b_GazeDirectionDirected,0.08185819999999999,-0.0570998,0.23134,0.95,median,hdi,1.0020903714922746,442
b_InfantPostureSitting,0.0886995,-0.268723,0.429696,0.95,median,hdi,1.0020903714922746,442
b_InfantPostureUpright,0.2998245,-0.0453216,0.656086,0.95,median,hdi,1.0020903714922746,442
b_Intercept,-1.547475,-1.98409,-1.09627,0.95,median,hdi,1.0020903714922746,442
b_MotherPostureUpright,0.09043575,-0.482403,0.651753,0.95,median,hdi,1.0020903714922746,442
b_Saliency_face,0.115078,0.0402244,0.185395,0.95,median,hdi,1.0020903714922746,442
b_AgeinMonths,-0.06383085,-0.270442,0.124442,0.95,median,hdi,1.0015608319157958,443
b_Centering,-0.7936825000000001,-1.0633,-0.517025,0.95,median,hdi,1.0015608319157958,443
b_Distance,-0.8650614999999999,-1.05758,-0.689648,0.95,median,hdi,1.0015608319157958,443
b_FaceDev_pitch,-0.0337343,-0.151773,0.0865975,0.95,median,hdi,1.0015608319157958,443
b_FaceDev_roll,-0.016589,-0.118018,0.0887762,0.95,median,hdi,1.0015608319157958,443
b_FaceDev_yaw,-0.0640983,-0.147351,0.0178474,0.95,median,hdi,1.0015608319157958,443
b_GazeDirectionDirected,0.05799555,-0.13611,0.263992,0.95,median,hdi,1.0015608319157958,443
b_InfantPostureSitting,0.02498195,-0.326771,0.369671,0.95,median,hdi,1.0015608319157958,443
b_InfantPostureUpright,0.1081285,-0.311482,0.510479,0.95,median,hdi,1.0015608319157958,443
b_Intercept,-1.406765,-1.80728,-1.01283,0.95,median,hdi,1.0015608319157958,443
b_MotherPostureUpright,-0.08116955000000001,-0.471352,0.3209,0.95,median,hdi,1.0015608319157958,443
b_Saliency_face,0.1490495,0.0904131,0.208913,0.95,median,hdi,1.0015608319157958,443
b_AgeinMonths,-0.0647311,-0.198448,0.0932991,0.95,median,hdi,1.0032540102268854,444
b_Centering,-0.8319375,-1.11481,-0.567335,0.95,median,hdi,1.0032540102268854,444
b_Distance,-0.945268,-1.08986,-0.815349,0.95,median,hdi,1.0032540102268854,444
b_FaceDev_pitch,-0.0366916,-0.152941,0.0824749,0.95,median,hdi,1.0032540102268854,444
b_FaceDev_roll,-0.0581078,-0.125038,0.0140535,0.95,median,hdi,1.0032540102268854,444
b_FaceDev_yaw,-0.002553755,-0.120319,0.119107,0.95,median,hdi,1.0032540102268854,444
b_GazeDirectionDirected,0.0929283,-0.0303072,0.224744,0.95,median,hdi,1.0032540102268854,444
b_InfantPostureSitting,0.296323,-0.0785137,0.680258,0.95,median,hdi,1.0032540102268854,444
b_InfantPostureUpright,0.4659595,0.0865414,0.862039,0.95,median,hdi,1.0032540102268854,444
b_Intercept,-1.71457,-2.14066,-1.25483,0.95,median,hdi,1.0032540102268854,444
b_MotherPostureUpright,0.03578924999999999,-0.441317,0.476891,0.95,median,hdi,1.0032540102268854,444
b_Saliency_face,0.1037585,0.0436139,0.167806,0.95,median,hdi,1.0032540102268854,444
b_AgeinMonths,-0.0231707,-0.154718,0.113118,0.95,median,hdi,1.0033215528090798,445
b_Centering,-0.835936,-1.03739,-0.631223,0.95,median,hdi,1.0033215528090798,445
b_Distance,-0.840184,-1.11948,-0.556526,0.95,median,hdi,1.0033215528090798,445
b_FaceDev_pitch,0.01673995,-0.110593,0.13271,0.95,median,hdi,1.0033215528090798,445
b_FaceDev_roll,0.027908,-0.0409624,0.0982826,0.95,median,hdi,1.0033215528090798,445
b_FaceDev_yaw,-0.0713747,-0.178217,0.0240928,0.95,median,hdi,1.0033215528090798,445
b_GazeDirectionDirected,-0.00175342499999999,-0.127046,0.125703,0.95,median,hdi,1.0033215528090798,445
b_InfantPostureSitting,0.35847,-0.021244,0.733926,0.95,median,hdi,1.0033215528090798,445
b_InfantPostureUpright,0.4638975,0.0883556,0.825844,0.95,median,hdi,1.0033215528090798,445
b_Intercept,-1.731805,-2.1649,-1.35482,0.95,median,hdi,1.0033215528090798,445
b_MotherPostureUpright,-0.33238049999999997,-1.40607,0.655478,0.95,median,hdi,1.0033215528090798,445
b_Saliency_face,0.12599149999999998,0.0461407,0.213966,0.95,median,hdi,1.0033215528090798,445
b_AgeinMonths,-0.0716348,-0.192726,0.0496866,0.95,median,hdi,1.0016546345729855,446
b_Centering,-0.7972155000000001,-1.00903,-0.572331,0.95,median,hdi,1.0016546345729855,446
b_Distance,-0.8274295,-1.00236,-0.658967,0.95,median,hdi,1.0016546345729855,446
b_FaceDev_pitch,-0.01222195,-0.148178,0.112615,0.95,median,hdi,1.0016546345729855,446
b_FaceDev_roll,0.003433065,-0.0871542,0.0934412,0.95,median,hdi,1.0016546345729855,446
b_FaceDev_yaw,-0.03362215,-0.164226,0.0946378,0.95,median,hdi,1.0016546345729855,446
b_GazeDirectionDirected,0.07407949999999999,-0.057469,0.205869,0.95,median,hdi,1.0016546345729855,446
b_InfantPostureSitting,0.07920985,-0.275068,0.420905,0.95,median,hdi,1.0016546345729855,446
b_InfantPostureUpright,0.339288,-0.0144535,0.68852,0.95,median,hdi,1.0016546345729855,446
b_Intercept,-1.45684,-1.90029,-1.05265,0.95,median,hdi,1.0016546345729855,446
b_MotherPostureUpright,-0.0266725,-0.660412,0.537205,0.95,median,hdi,1.0016546345729855,446
b_Saliency_face,0.1308185,0.0541664,0.217433,0.95,median,hdi,1.0016546345729855,446
b_AgeinMonths,-0.04485645,-0.175956,0.0788717,0.95,median,hdi,1.0038287292734056,447
b_Centering,-0.837431,-1.04268,-0.627676,0.95,median,hdi,1.0038287292734056,447
b_Distance,-0.912403,-1.04259,-0.781395,0.95,median,hdi,1.0038287292734056,447
