.variable,.value,.lower,.upper,.width,.point,.interval,Rhat_max,RepNum
b_AgeinMonths,-0.04826375,-0.142826,0.0502422,0.95,median,hdi,1.0021218684460762,1
b_Centering,-0.806295,-1.0957,-0.501431,0.95,median,hdi,1.0021218684460762,1
b_Distance,-0.813311,-0.962909,-0.673078,0.95,median,hdi,1.0021218684460762,1
b_FaceDev_pitch,-0.06146994999999999,-0.213688,0.0902956,0.95,median,hdi,1.0021218684460762,1
b_FaceDev_roll,0.0137847,-0.0667946,0.100747,0.95,median,hdi,1.0021218684460762,1
b_FaceDev_yaw,-0.08981729999999999,-0.18654,0.0151835,0.95,median,hdi,1.0021218684460762,1
b_GazeDirectionDirected,-0.01929805,-0.232126,0.194954,0.95,median,hdi,1.0021218684460762,1
b_InfantPostureSitting,0.326046,-0.0626453,0.706929,0.95,median,hdi,1.0021218684460762,1
b_InfantPostureUpright,0.4340015,-0.00960897,0.884643,0.95,median,hdi,1.0021218684460762,1
b_Intercept,-1.68889,-2.12566,-1.2887,0.95,median,hdi,1.0021218684460762,1
b_MotherPostureUpright,0.01430164999999999,-0.4095,0.448082,0.95,median,hdi,1.0021218684460762,1
b_Saliency_face,0.1526005,0.0807113,0.22257,0.95,median,hdi,1.0021218684460762,1
b_AgeinMonths,-0.02675445,-0.128233,0.0724664,0.95,median,hdi,1.0036697348993486,2
b_Centering,-0.8143644999999999,-1.06162,-0.557057,0.95,median,hdi,1.0036697348993486,2
b_Distance,-0.819296,-1.03318,-0.611814,0.95,median,hdi,1.0036697348993486,2
b_FaceDev_pitch,6.252104999999999e-4,-0.155738,0.153965,0.95,median,hdi,1.0036697348993486,2
b_FaceDev_roll,0.04161344999999999,-0.0561889,0.152046,0.95,median,hdi,1.0036697348993486,2
b_FaceDev_yaw,-0.08792174999999999,-0.18114,0.00400043,0.95,median,hdi,1.0036697348993486,2
b_GazeDirectionDirected,0.03136185,-0.101038,0.156851,0.95,median,hdi,1.0036697348993486,2
b_InfantPostureSitting,0.06357355,-0.305087,0.449564,0.95,median,hdi,1.0036697348993486,2
b_InfantPostureUpright,0.199428,-0.235486,0.612982,0.95,median,hdi,1.0036697348993486,2
b_Intercept,-1.4253900000000002,-1.8962,-0.948543,0.95,median,hdi,1.0036697348993486,2
b_MotherPostureUpright,-0.102577,-0.761362,0.508085,0.95,median,hdi,1.0036697348993486,2
b_Saliency_face,0.1273745,0.0660145,0.199579,0.95,median,hdi,1.0036697348993486,2
b_AgeinMonths,-0.02275485,-0.132638,0.0933181,0.95,median,hdi,1.002020447856336,3
b_Centering,-0.8679684999999999,-1.15175,-0.569128,0.95,median,hdi,1.002020447856336,3
b_Distance,-0.867693,-1.16352,-0.595347,0.95,median,hdi,1.002020447856336,3
b_FaceDev_pitch,-0.0811258,-0.237184,0.0708963,0.95,median,hdi,1.002020447856336,3
b_FaceDev_roll,0.04717635,-0.10387,0.196878,0.95,median,hdi,1.002020447856336,3
b_FaceDev_yaw,-0.09399415,-0.156762,-0.0281058,0.95,median,hdi,1.002020447856336,3
b_GazeDirectionDirected,0.03512034999999999,-0.0971075,0.160194,0.95,median,hdi,1.002020447856336,3
b_InfantPostureSitting,0.277404,-0.112491,0.643972,0.95,median,hdi,1.002020447856336,3
b_InfantPostureUpright,0.373129,-0.0133752,0.781645,0.95,median,hdi,1.002020447856336,3
b_Intercept,-1.65682,-2.07214,-1.2578,0.95,median,hdi,1.002020447856336,3
b_MotherPostureUpright,0.06546184999999999,-0.393625,0.490191,0.95,median,hdi,1.002020447856336,3
b_Saliency_face,0.1131045,0.0149708,0.205845,0.95,median,hdi,1.002020447856336,3
b_AgeinMonths,-0.053852,-0.231831,0.113271,0.95,median,hdi,1.0019587161783776,4
b_Centering,-0.783409,-1.04973,-0.548656,0.95,median,hdi,1.0019587161783776,4
b_Distance,-0.7820389999999999,-0.936989,-0.590722,0.95,median,hdi,1.0019587161783776,4
b_FaceDev_pitch,-0.07061100000000001,-0.226936,0.0752221,0.95,median,hdi,1.0019587161783776,4
b_FaceDev_roll,-0.0116901,-0.110198,0.0872904,0.95,median,hdi,1.0019587161783776,4
b_FaceDev_yaw,-0.04375864999999999,-0.147624,0.0710841,0.95,median,hdi,1.0019587161783776,4
b_GazeDirectionDirected,0.03687654999999999,-0.101821,0.174073,0.95,median,hdi,1.0019587161783776,4
b_InfantPostureSitting,0.03038215,-0.307196,0.370704,0.95,median,hdi,1.0019587161783776,4
b_InfantPostureUpright,0.187483,-0.153443,0.519812,0.95,median,hdi,1.0019587161783776,4
b_Intercept,-1.413105,-1.87161,-0.971884,0.95,median,hdi,1.0019587161783776,4
b_MotherPostureUpright,-0.00352978999999999,-0.540974,0.446874,0.95,median,hdi,1.0019587161783776,4
b_Saliency_face,0.1238905,0.0454446,0.198386,0.95,median,hdi,1.0019587161783776,4
b_AgeinMonths,-0.005120505,-0.172672,0.183732,0.95,median,hdi,1.003813058679729,5
b_Centering,-0.8604175000000001,-1.14298,-0.586018,0.95,median,hdi,1.003813058679729,5
b_Distance,-0.898515,-1.08345,-0.735961,0.95,median,hdi,1.003813058679729,5
b_FaceDev_pitch,-0.0708336,-0.25701,0.0836811,0.95,median,hdi,1.003813058679729,5
b_FaceDev_roll,8.122935e-4,-0.109121,0.125306,0.95,median,hdi,1.003813058679729,5
b_FaceDev_yaw,-0.06794135000000001,-0.148914,0.0144868,0.95,median,hdi,1.003813058679729,5
b_GazeDirectionDirected,0.02096909999999999,-0.119259,0.149187,0.95,median,hdi,1.003813058679729,5
b_InfantPostureSitting,0.1855825,-0.208087,0.534066,0.95,median,hdi,1.003813058679729,5
b_InfantPostureUpright,0.334737,-0.0824794,0.751698,0.95,median,hdi,1.003813058679729,5
b_Intercept,-1.64665,-2.08651,-1.23203,0.95,median,hdi,1.003813058679729,5
b_MotherPostureUpright,0.175022,-0.226869,0.628588,0.95,median,hdi,1.003813058679729,5
b_Saliency_face,0.153969,0.0793766,0.218585,0.95,median,hdi,1.003813058679729,5
b_AgeinMonths,-0.05805845,-0.199799,0.0984943,0.95,median,hdi,1.0038633114521176,6
b_Centering,-0.8424935,-1.09966,-0.619109,0.95,median,hdi,1.0038633114521176,6
b_Distance,-0.789025,-1.06091,-0.496131,0.95,median,hdi,1.0038633114521176,6
b_FaceDev_pitch,-0.09095995,-0.241715,0.0591909,0.95,median,hdi,1.0038633114521176,6
b_FaceDev_roll,3.174645e-4,-0.101665,0.115234,0.95,median,hdi,1.0038633114521176,6
b_FaceDev_yaw,-0.04629379999999999,-0.132359,0.0419453,0.95,median,hdi,1.0038633114521176,6
b_GazeDirectionDirected,-0.01180254999999999,-0.142818,0.115174,0.95,median,hdi,1.0038633114521176,6
b_InfantPostureSitting,-0.104302,-0.421108,0.234868,0.95,median,hdi,1.0038633114521176,6
b_InfantPostureUpright,-0.01342654999999999,-0.391802,0.354367,0.95,median,hdi,1.0038633114521176,6
b_Intercept,-1.22312,-1.6325,-0.837655,0.95,median,hdi,1.0038633114521176,6
b_MotherPostureUpright,0.03848685,-0.342901,0.468269,0.95,median,hdi,1.0038633114521176,6
b_Saliency_face,0.112055,6.43003e-4,0.233895,0.95,median,hdi,1.0038633114521176,6
b_AgeinMonths,-0.0213684,-0.116524,0.0647353,0.95,median,hdi,1.0019600669152542,7
b_Centering,-0.8587450000000001,-1.12973,-0.596077,0.95,median,hdi,1.0019600669152542,7
b_Distance,-0.846213,-1.12438,-0.570395,0.95,median,hdi,1.0019600669152542,7
b_FaceDev_pitch,-0.01015185,-0.142293,0.115884,0.95,median,hdi,1.0019600669152542,7
b_FaceDev_roll,-0.005333135,-0.113336,0.105518,0.95,median,hdi,1.0019600669152542,7
b_FaceDev_yaw,-0.005602225,-0.115845,0.111682,0.95,median,hdi,1.0019600669152542,7
b_GazeDirectionDirected,0.02368595,-0.101036,0.147821,0.95,median,hdi,1.0019600669152542,7
b_InfantPostureSitting,-0.146231,-0.500853,0.190459,0.95,median,hdi,1.0019600669152542,7
b_InfantPostureUpright,0.0521637,-0.27828,0.399444,0.95,median,hdi,1.0019600669152542,7
b_Intercept,-1.238665,-1.61176,-0.84935,0.95,median,hdi,1.0019600669152542,7
b_MotherPostureUpright,0.1026075,-0.44573,0.68464,0.95,median,hdi,1.0019600669152542,7
b_Saliency_face,0.103601,0.0198921,0.198343,0.95,median,hdi,1.0019600669152542,7
b_AgeinMonths,-0.01522115,-0.161021,0.143905,0.95,median,hdi,1.002556407370672,8
b_Centering,-0.8193330000000001,-1.02353,-0.610481,0.95,median,hdi,1.002556407370672,8
b_Distance,-0.8957535,-1.16645,-0.660476,0.95,median,hdi,1.002556407370672,8
b_FaceDev_pitch,-0.03066045,-0.164926,0.090722,0.95,median,hdi,1.002556407370672,8
b_FaceDev_roll,-0.04716815,-0.149218,0.0618704,0.95,median,hdi,1.002556407370672,8
b_FaceDev_yaw,-0.02564735,-0.116477,0.0554148,0.95,median,hdi,1.002556407370672,8
b_GazeDirectionDirected,-0.01231325,-0.167497,0.143065,0.95,median,hdi,1.002556407370672,8
b_InfantPostureSitting,0.219797,-0.154338,0.599163,0.95,median,hdi,1.002556407370672,8
b_InfantPostureUpright,0.2592145,-0.106789,0.623639,0.95,median,hdi,1.002556407370672,8
b_Intercept,-1.58023,-1.99905,-1.18174,0.95,median,hdi,1.002556407370672,8
b_MotherPostureUpright,0.0910933,-0.323551,0.514125,0.95,median,hdi,1.002556407370672,8
b_Saliency_face,0.148319,0.0713425,0.219918,0.95,median,hdi,1.002556407370672,8
b_AgeinMonths,-0.03476664999999999,-0.139519,0.0851591,0.95,median,hdi,1.0019991941554702,9
b_Centering,-0.803231,-1.1125,-0.502591,0.95,median,hdi,1.0019991941554702,9
b_Distance,-0.8604594999999999,-1.04728,-0.681126,0.95,median,hdi,1.0019991941554702,9
b_FaceDev_pitch,-0.02786015,-0.147894,0.0950414,0.95,median,hdi,1.0019991941554702,9
b_FaceDev_roll,-0.01915995,-0.125288,0.0876488,0.95,median,hdi,1.0019991941554702,9
b_FaceDev_yaw,-0.04169715,-0.129902,0.0480054,0.95,median,hdi,1.0019991941554702,9
b_GazeDirectionDirected,-0.06246395,-0.250004,0.127551,0.95,median,hdi,1.0019991941554702,9
b_InfantPostureSitting,0.4177595,0.0624056,0.766727,0.95,median,hdi,1.0019991941554702,9
b_InfantPostureUpright,0.5129275,0.156991,0.886659,0.95,median,hdi,1.0019991941554702,9
b_Intercept,-1.761335,-2.21815,-1.31207,0.95,median,hdi,1.0019991941554702,9
b_MotherPostureUpright,0.06704874999999999,-0.369279,0.519637,0.95,median,hdi,1.0019991941554702,9
b_Saliency_face,0.110219,0.055038,0.170894,0.95,median,hdi,1.0019991941554702,9
b_AgeinMonths,-0.06553735,-0.176385,0.0381506,0.95,median,hdi,1.002688361551039,10
b_Centering,-0.849201,-1.13996,-0.55919,0.95,median,hdi,1.002688361551039,10
b_Distance,-0.860777,-1.00235,-0.72789,0.95,median,hdi,1.002688361551039,10
b_FaceDev_pitch,-0.00256701499999999,-0.0997199,0.0849921,0.95,median,hdi,1.002688361551039,10
b_FaceDev_roll,-0.0084233,-0.111768,0.0962572,0.95,median,hdi,1.002688361551039,10
b_FaceDev_yaw,-0.05434759999999999,-0.203918,0.065361,0.95,median,hdi,1.002688361551039,10
b_GazeDirectionDirected,0.0425683,-0.109779,0.205878,0.95,median,hdi,1.002688361551039,10
b_InfantPostureSitting,0.26509649999999996,-0.110381,0.67808,0.95,median,hdi,1.002688361551039,10
b_InfantPostureUpright,0.4451835,0.0420126,0.863489,0.95,median,hdi,1.002688361551039,10
b_Intercept,-1.63131,-2.09376,-1.21079,0.95,median,hdi,1.002688361551039,10
b_MotherPostureUpright,0.03882735,-0.395014,0.480655,0.95,median,hdi,1.002688361551039,10
b_Saliency_face,0.13657950000000002,0.0733835,0.199742,0.95,median,hdi,1.002688361551039,10
b_AgeinMonths,-0.05823885,-0.166193,0.0467818,0.95,median,hdi,1.002563221467901,11
b_Centering,-0.790216,-1.0652,-0.492527,0.95,median,hdi,1.002563221467901,11
b_Distance,-0.8303665,-1.08969,-0.562795,0.95,median,hdi,1.002563221467901,11
b_FaceDev_pitch,0.0525284,-0.0462058,0.141158,0.95,median,hdi,1.002563221467901,11
b_FaceDev_roll,-0.0385212,-0.127382,0.0503114,0.95,median,hdi,1.002563221467901,11
b_FaceDev_yaw,-0.0450837,-0.140687,0.0437345,0.95,median,hdi,1.002563221467901,11
b_GazeDirectionDirected,0.1124,-0.0442695,0.309728,0.95,median,hdi,1.002563221467901,11
b_InfantPostureSitting,-0.174942,-0.493224,0.159115,0.95,median,hdi,1.002563221467901,11
b_InfantPostureUpright,-0.06757595,-0.401702,0.268341,0.95,median,hdi,1.002563221467901,11
b_Intercept,-1.198725,-1.61659,-0.783817,0.95,median,hdi,1.002563221467901,11
b_MotherPostureUpright,-0.168198,-0.657304,0.308361,0.95,median,hdi,1.002563221467901,11
b_Saliency_face,0.09193555,0.0336214,0.156183,0.95,median,hdi,1.002563221467901,11
b_AgeinMonths,-0.06136814999999999,-0.183151,0.0650771,0.95,median,hdi,1.0029043479397994,12
b_Centering,-0.7976095000000001,-1.06756,-0.537738,0.95,median,hdi,1.0029043479397994,12
b_Distance,-0.828892,-1.06871,-0.590073,0.95,median,hdi,1.0029043479397994,12
b_FaceDev_pitch,-0.0474746,-0.178103,0.072343,0.95,median,hdi,1.0029043479397994,12
b_FaceDev_roll,-0.009253665,-0.121096,0.10264,0.95,median,hdi,1.0029043479397994,12
b_FaceDev_yaw,-0.0615164,-0.139275,0.030044,0.95,median,hdi,1.0029043479397994,12
b_GazeDirectionDirected,0.006290875,-0.121948,0.139434,0.95,median,hdi,1.0029043479397994,12
b_InfantPostureSitting,0.102135,-0.291048,0.466685,0.95,median,hdi,1.0029043479397994,12
b_InfantPostureUpright,0.3804905,-0.0414485,0.806883,0.95,median,hdi,1.0029043479397994,12
b_Intercept,-1.530865,-1.94674,-1.14434,0.95,median,hdi,1.0029043479397994,12
b_MotherPostureUpright,-0.01310925,-0.560727,0.484601,0.95,median,hdi,1.0029043479397994,12
b_Saliency_face,0.094743,0.0315824,0.150981,0.95,median,hdi,1.0029043479397994,12
b_AgeinMonths,-0.02561565,-0.185494,0.146954,0.95,median,hdi,1.0013295997208091,13
b_Centering,-0.839492,-1.08962,-0.598056,0.95,median,hdi,1.0013295997208091,13
b_Distance,-0.9164355,-1.151,-0.663018,0.95,median,hdi,1.0013295997208091,13
b_FaceDev_pitch,-0.005928525,-0.133269,0.126533,0.95,median,hdi,1.0013295997208091,13
b_FaceDev_roll,-0.03794675,-0.143254,0.069332,0.95,median,hdi,1.0013295997208091,13
b_FaceDev_yaw,-0.05270275000000001,-0.182105,0.0848998,0.95,median,hdi,1.0013295997208091,13
b_GazeDirectionDirected,0.0118194,-0.111305,0.141653,0.95,median,hdi,1.0013295997208091,13
b_InfantPostureSitting,0.1799475,-0.180783,0.575791,0.95,median,hdi,1.0013295997208091,13
b_InfantPostureUpright,0.4007425,0.0194982,0.768312,0.95,median,hdi,1.0013295997208091,13
b_Intercept,-1.64338,-2.05144,-1.25016,0.95,median,hdi,1.0013295997208091,13
b_MotherPostureUpright,-0.0204171,-0.375724,0.345081,0.95,median,hdi,1.0013295997208091,13
b_Saliency_face,0.14279799999999998,0.0774438,0.200077,0.95,median,hdi,1.0013295997208091,13
b_AgeinMonths,-0.06127154999999999,-0.211935,0.103461,0.95,median,hdi,1.0037419473236249,14
b_Centering,-0.816255,-1.0831809974559687,-1.0831809974559687,0.95,median,hdi,1.0037419473236249,14
b_Centering,-0.816255,-1.0765446088062622,-0.5688608771037182,0.95,median,hdi,1.0037419473236249,14
b_Distance,-0.9159765,-1.12168,-0.691515,0.95,median,hdi,1.0037419473236249,14
b_FaceDev_pitch,-0.04012765,-0.157891,0.0774507,0.95,median,hdi,1.0037419473236249,14
b_FaceDev_roll,-0.02662715,-0.12082,0.0736564,0.95,median,hdi,1.0037419473236249,14
b_FaceDev_yaw,-0.0486208,-0.125901,0.0284223,0.95,median,hdi,1.0037419473236249,14
b_GazeDirectionDirected,0.03861155,-0.112184,0.208146,0.95,median,hdi,1.0037419473236249,14
b_InfantPostureSitting,0.225635,-0.182747,0.617496,0.95,median,hdi,1.0037419473236249,14
b_InfantPostureUpright,0.32456450000000003,-0.0383076,0.693075,0.95,median,hdi,1.0037419473236249,14
b_Intercept,-1.58345,-2.02932,-1.14991,0.95,median,hdi,1.0037419473236249,14
b_MotherPostureUpright,0.0755366,-0.283487,0.466388,0.95,median,hdi,1.0037419473236249,14
b_Saliency_face,0.163328,0.106811,0.22333,0.95,median,hdi,1.0037419473236249,14
b_AgeinMonths,-0.0223355,-0.100547,0.0567255,0.95,median,hdi,1.005590769332693,15
b_Centering,-0.8131965,-1.09325,-0.543783,0.95,median,hdi,1.005590769332693,15
b_Distance,-0.8402019999999999,-1.05359,-0.580732,0.95,median,hdi,1.005590769332693,15
b_FaceDev_pitch,-9.20455e-4,-0.115071,0.0977033,0.95,median,hdi,1.005590769332693,15
b_FaceDev_roll,-5.874865000000001e-4,-0.129992,0.128673,0.95,median,hdi,1.005590769332693,15
b_FaceDev_yaw,-0.0322576,-0.125564,0.0557242,0.95,median,hdi,1.005590769332693,15
b_GazeDirectionDirected,0.113117,-0.0401122,0.271584,0.95,median,hdi,1.005590769332693,15
b_InfantPostureSitting,0.162091,-0.232654,0.526127,0.95,median,hdi,1.005590769332693,15
b_InfantPostureUpright,0.3005605,-0.117702,0.671857,0.95,median,hdi,1.005590769332693,15
b_Intercept,-1.539075,-1.92093,-1.16199,0.95,median,hdi,1.005590769332693,15
b_MotherPostureUpright,-0.13557750000000002,-0.570324,0.352022,0.95,median,hdi,1.005590769332693,15
b_Saliency_face,0.1098035,0.0466297,0.175739,0.95,median,hdi,1.005590769332693,15
b_AgeinMonths,-0.0157368,-0.159673,0.13108,0.95,median,hdi,1.0027585320837369,16
b_Centering,-0.7712585000000001,-1.04539,-0.473568,0.95,median,hdi,1.0027585320837369,16
b_Distance,-0.9435745,-1.13527,-0.754678,0.95,median,hdi,1.0027585320837369,16
b_FaceDev_pitch,0.008280215,-0.107316,0.113599,0.95,median,hdi,1.0027585320837369,16
b_FaceDev_roll,-0.00886864,-0.0928429,0.0860622,0.95,median,hdi,1.0027585320837369,16
b_FaceDev_yaw,-0.0422002,-0.137738,0.0551291,0.95,median,hdi,1.0027585320837369,16
b_GazeDirectionDirected,-0.04161434999999999,-0.17288799999999999,0.0887841,0.95,median,hdi,1.0027585320837369,16
b_InfantPostureSitting,0.2196405,-0.150625,0.571445,0.95,median,hdi,1.0027585320837369,16
b_InfantPostureUpright,0.364311,-0.035804,0.77179,0.95,median,hdi,1.0027585320837369,16
b_Intercept,-1.610305,-2.07031,-1.1599,0.95,median,hdi,1.0027585320837369,16
b_MotherPostureUpright,0.03317595,-0.461942,0.552881,0.95,median,hdi,1.0027585320837369,16
b_Saliency_face,0.144474,0.0818455,0.212524,0.95,median,hdi,1.0027585320837369,16
b_AgeinMonths,-0.057188,-0.169051,0.0439238,0.95,median,hdi,1.0024708453484683,17
b_Centering,-0.8663605000000001,-1.12236,-0.600014,0.95,median,hdi,1.0024708453484683,17
b_Distance,-0.905897,-1.14621,-0.674004,0.95,median,hdi,1.0024708453484683,17
b_FaceDev_pitch,0.002659975,-0.138574,0.152251,0.95,median,hdi,1.0024708453484683,17
b_FaceDev_roll,-0.04504785,-0.147144,0.0589693,0.95,median,hdi,1.0024708453484683,17
b_FaceDev_yaw,-0.0368942,-0.138978,0.0760157,0.95,median,hdi,1.0024708453484683,17
b_GazeDirectionDirected,0.02961894999999999,-0.141652,0.208401,0.95,median,hdi,1.0024708453484683,17
b_InfantPostureSitting,-0.01811444999999999,-0.342046,0.312972,0.95,median,hdi,1.0024708453484683,17
b_InfantPostureUpright,0.04350855,-0.27925,0.404064,0.95,median,hdi,1.0024708453484683,17
b_Intercept,-1.34107,-1.78638,-0.917668,0.95,median,hdi,1.0024708453484683,17
b_MotherPostureUpright,-0.0535909,-0.421049,0.329898,0.95,median,hdi,1.0024708453484683,17
b_Saliency_face,0.164277,0.101583,0.230963,0.95,median,hdi,1.0024708453484683,17
b_AgeinMonths,-0.00436915499999999,-0.173781,0.163909,0.95,median,hdi,1.0018440121737513,18
b_Centering,-0.8199045,-1.06028,-0.564508,0.95,median,hdi,1.0018440121737513,18
b_Distance,-0.8655885,-1.11064,-0.627513,0.95,median,hdi,1.0018440121737513,18
b_FaceDev_pitch,8.83088e-4,-0.160809,0.159182,0.95,median,hdi,1.0018440121737513,18
b_FaceDev_roll,0.0145724,-0.0642515,0.103788,0.95,median,hdi,1.0018440121737513,18
b_FaceDev_yaw,-0.0894446,-0.208335,0.0238551,0.95,median,hdi,1.0018440121737513,18
b_GazeDirectionDirected,0.01427515,-0.1561,0.184394,0.95,median,hdi,1.0018440121737513,18
b_InfantPostureSitting,0.007689655,-0.317125,0.33934,0.95,median,hdi,1.0018440121737513,18
b_InfantPostureUpright,0.1513455,-0.239012,0.502294,0.95,median,hdi,1.0018440121737513,18
b_Intercept,-1.38944,-1.78313,-1.01462,0.95,median,hdi,1.0018440121737513,18
b_MotherPostureUpright,-0.02133609999999999,-0.421944,0.342906,0.95,median,hdi,1.0018440121737513,18
b_Saliency_face,0.137025,0.0704246,0.205382,0.95,median,hdi,1.0018440121737513,18
b_AgeinMonths,-0.03756195,-0.154575,0.0821339,0.95,median,hdi,1.0022719074695152,19
b_Centering,-0.8177965,-1.08406,-0.566554,0.95,median,hdi,1.0022719074695152,19
b_Distance,-0.988583,-1.2018,-0.772794,0.95,median,hdi,1.0022719074695152,19
b_FaceDev_pitch,-0.06246255,-0.196149,0.0610656,0.95,median,hdi,1.0022719074695152,19
b_FaceDev_roll,-0.03342105,-0.125146,0.0621173,0.95,median,hdi,1.0022719074695152,19
b_FaceDev_yaw,-0.03323724999999999,-0.166449,0.108122,0.95,median,hdi,1.0022719074695152,19
b_GazeDirectionDirected,-0.03093644999999999,-0.192992,0.146039,0.95,median,hdi,1.0022719074695152,19
b_InfantPostureSitting,0.06917024999999999,-0.276601,0.395216,0.95,median,hdi,1.0022719074695152,19
b_InfantPostureUpright,0.2022905,-0.164989,0.567962,0.95,median,hdi,1.0022719074695152,19
b_Intercept,-1.45613,-1.87031,-1.02743,0.95,median,hdi,1.0022719074695152,19
b_MotherPostureUpright,-0.00377957,-0.461465,0.497193,0.95,median,hdi,1.0022719074695152,19
b_Saliency_face,0.104863,0.0439471,0.165919,0.95,median,hdi,1.0022719074695152,19
b_AgeinMonths,-0.01803405,-0.149469,0.128092,0.95,median,hdi,1.0022830940599845,20
b_Centering,-0.807736,-1.07551,-0.554599,0.95,median,hdi,1.0022830940599845,20
b_Distance,-0.824978,-1.06144,-0.598034,0.95,median,hdi,1.0022830940599845,20
b_FaceDev_pitch,-0.02563595,-0.136809,0.0874688,0.95,median,hdi,1.0022830940599845,20
b_FaceDev_roll,0.00364544999999999,-0.1018,0.11613,0.95,median,hdi,1.0022830940599845,20
b_FaceDev_yaw,-0.0566186,-0.159459,0.0341751,0.95,median,hdi,1.0022830940599845,20
b_GazeDirectionDirected,0.0570934,-0.0855795,0.198884,0.95,median,hdi,1.0022830940599845,20
b_InfantPostureSitting,0.2830745,-0.0455557,0.600113,0.95,median,hdi,1.0022830940599845,20
b_InfantPostureUpright,0.402291,0.0755023,0.739027,0.95,median,hdi,1.0022830940599845,20
b_Intercept,-1.639845,-2.03145,-1.23693,0.95,median,hdi,1.0022830940599845,20
b_MotherPostureUpright,-0.07741355,-0.498042,0.414952,0.95,median,hdi,1.0022830940599845,20
b_Saliency_face,0.1341195,0.059386,0.217174,0.95,median,hdi,1.0022830940599845,20
b_AgeinMonths,-0.0456226,-0.262278,0.157562,0.95,median,hdi,1.0031132191028276,21
b_Centering,-0.813771,-1.10837,-0.528371,0.95,median,hdi,1.0031132191028276,21
b_Distance,-0.852475,-1.05079,-0.659284,0.95,median,hdi,1.0031132191028276,21
b_FaceDev_pitch,-0.0159687,-0.168497,0.131143,0.95,median,hdi,1.0031132191028276,21
b_FaceDev_roll,-0.01644025,-0.140763,0.102845,0.95,median,hdi,1.0031132191028276,21
b_FaceDev_yaw,-0.042224,-0.129184,0.0539001,0.95,median,hdi,1.0031132191028276,21
b_GazeDirectionDirected,0.05993275,-0.0944215,0.199812,0.95,median,hdi,1.0031132191028276,21
b_InfantPostureSitting,0.2460365,-0.154861,0.604919,0.95,median,hdi,1.0031132191028276,21
b_InfantPostureUpright,0.3926195,0.0218392,0.749209,0.95,median,hdi,1.0031132191028276,21
b_Intercept,-1.65399,-2.04636,-1.23832,0.95,median,hdi,1.0031132191028276,21
b_MotherPostureUpright,-0.2332295,-0.853804,0.298474,0.95,median,hdi,1.0031132191028276,21
b_Saliency_face,0.1071475,0.0269309,0.186196,0.95,median,hdi,1.0031132191028276,21
b_AgeinMonths,-0.02658595,-0.108436,0.0560804,0.95,median,hdi,1.0030284924029016,22
b_Centering,-0.8152695000000001,-1.13804,-0.520729,0.95,median,hdi,1.0030284924029016,22
b_Distance,-0.738919,-0.901744,-0.541983,0.95,median,hdi,1.0030284924029016,22
b_FaceDev_pitch,0.019159,-0.113784,0.155199,0.95,median,hdi,1.0030284924029016,22
b_FaceDev_roll,-0.03155565,-0.138143,0.0742691,0.95,median,hdi,1.0030284924029016,22
b_FaceDev_yaw,-0.07660420000000001,-0.201298,0.0407239,0.95,median,hdi,1.0030284924029016,22
b_GazeDirectionDirected,0.07160525000000001,-0.0802525,0.217965,0.95,median,hdi,1.0030284924029016,22
b_InfantPostureSitting,0.411041,0.0750429,0.763534,0.95,median,hdi,1.0030284924029016,22
b_InfantPostureUpright,0.5881105,0.212404,0.96743,0.95,median,hdi,1.0030284924029016,22
b_Intercept,-1.737105,-2.18288,-1.31406,0.95,median,hdi,1.0030284924029016,22
b_MotherPostureUpright,-0.1138625,-0.610752,0.383359,0.95,median,hdi,1.0030284924029016,22
b_Saliency_face,0.1205345,0.0484942,0.181207,0.95,median,hdi,1.0030284924029016,22
b_AgeinMonths,-0.01156365,-0.133581,0.118227,0.95,median,hdi,1.0017571059959878,23
b_Centering,-0.831858,-1.12325,-0.544038,0.95,median,hdi,1.0017571059959878,23
b_Distance,-0.8532325000000001,-1.10668,-0.60443,0.95,median,hdi,1.0017571059959878,23
b_FaceDev_pitch,3.0515949999999994e-6,-0.138822,0.150027,0.95,median,hdi,1.0017571059959878,23
b_FaceDev_roll,0.0447608,-0.0599427,0.145548,0.95,median,hdi,1.0017571059959878,23
b_FaceDev_yaw,-0.08033195,-0.171109,0.0203902,0.95,median,hdi,1.0017571059959878,23
b_GazeDirectionDirected,0.0401438,-0.151388,0.232603,0.95,median,hdi,1.0017571059959878,23
b_InfantPostureSitting,0.01455725,-0.338666,0.344422,0.95,median,hdi,1.0017571059959878,23
b_InfantPostureUpright,0.1261165,-0.236452,0.456345,0.95,median,hdi,1.0017571059959878,23
b_Intercept,-1.400875,-1.79378,-1.01403,0.95,median,hdi,1.0017571059959878,23
b_MotherPostureUpright,-0.31121200000000004,-0.976547,0.205381,0.95,median,hdi,1.0017571059959878,23
b_Saliency_face,0.12798549999999995,0.0749824,0.189691,0.95,median,hdi,1.0017571059959878,23
b_AgeinMonths,-0.03110315,-0.172298,0.125558,0.95,median,hdi,1.0031918725086928,24
b_Centering,-0.806724,-1.03767,-0.597096,0.95,median,hdi,1.0031918725086928,24
b_Distance,-0.8473759999999999,-0.99211,-0.711748,0.95,median,hdi,1.0031918725086928,24
b_FaceDev_pitch,-0.0600267,-0.227102,0.103465,0.95,median,hdi,1.0031918725086928,24
b_FaceDev_roll,-0.01380175,-0.142793,0.116088,0.95,median,hdi,1.0031918725086928,24
